"caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes"
"1995-041","1995-041-01","1995-041-01-01","1995-041-01-01-01",4/1/1996,1,"517 U.S. 314","116 S. Ct. 1293","134 L. Ed. 2d 440","1996 U.S. LEXIS 2167",1995,1607,"Rehnquist","95-5015","LARRY GRANT LONCHAR v. ALBERT G. THOMAS, WARDEN",12/4/1995,,126,,28,13,1,,,0,60,,31,,0,11,8,1,1,5,0,1,0,0,10020,1,2,0,7,4,3,341,,110,103,1,5,4
"1995-042","1995-042-01","1995-042-01-01","1995-042-01-01-01",4/1/1996,2,"517 U.S. 343","116 S. Ct. 1311","134 L. Ed. 2d 464","1996 U.S. LEXIS 2166",1995,1607,"Rehnquist","95-7587","LIANG-HOUH SHIEH v. EDWARD KAKITA et al.",,,212,,501,,1,,,0,,,,,0,,,1,1,9,0,0,0,0,20360,2,1,0,4,,4,403,,,102,1,8,1
"1995-043","1995-043-01","1995-043-01-01","1995-043-01-01-01",4/9/1996,2,"517 U.S. 345","116 S. Ct. 1312","134 L. Ed. 2d 494","1996 U.S. LEXIS 2332",1995,1607,"Rehnquist","A-828","MICHAEL BOWERSOX, SUPERINTENDENT, POTOSI CORRECTIONAL CENTER v. DOYLE J. WILLIAMS",,,28,30,126,,1,,,0,,,28,,0,,1,2,1,1,0,1,0,0,10020,1,1,0,3,,,,,,102,1,6,3
"1995-044","1995-044-01","1995-044-01-01","1995-044-01-01-01",4/16/1996,1,"517 U.S. 348","116 S. Ct. 1373","134 L. Ed. 2d 498","1996 U.S. LEXIS 2649",1995,1607,"Rehnquist","95-5207","BYRON KEITH COOPER v. OKLAHOMA",1/17/1996,,136,,28,42,1,,,0,302,42,300,42,0,11,2,1,3,4,0,1,0,0,40010,4,2,0,2,,2,230,,103,102,1,9,0
"1995-045","1995-045-01","1995-045-01-01","1995-045-01-01-01",4/23/1996,1,"517 U.S. 370","116 S. Ct. 1384","134 L. Ed. 2d 577","1996 U.S. LEXIS 2804",1995,1607,"Rehnquist","95-26","HERBERT MARKMAN AND POSITEK, INC. v. WESTVIEW INSTRUMENTS, INC. AND ALTHON ENTERPRISES, INC.",1/8/1996,,172,,184,,1,,,0,109,,8,,1,12,2,1,1,2,0,0,0,0,10580,1,1,0,1,,2,218,,107,102,1,9,0
"1995-046","1995-046-01","1995-046-01-01","1995-046-01-01-01",4/23/1996,1,"517 U.S. 392","116 S. Ct. 1396","134 L. Ed. 2d 593","1996 U.S. LEXIS 2801",1995,1607,"Rehnquist","95-210","HOLLY FARMS CORPORATION et al. v. NATIONAL LABOR RELATIONS LABOR BOARD et al.",2/21/1996,,152,,382,,1,82,,0,24,,24,,0,2,2,2,1,2,0,0,0,0,70100,7,2,0,5,4,3,356,,109,103,1,5,4
"1995-047","1995-047-01","1995-047-01-01","1995-047-01-01-01",4/29/1996,1,"517 U.S. 416","116 S. Ct. 1460","134 L. Ed. 2d 613","1996 U.S. LEXIS 2950",1995,1607,"Rehnquist","94-9247","CHARLES CARLISLE v. UNITED STATES",1/16/1996,,100,,27,,1,,,0,82,,26,,0,12,4,1,1,2,0,0,0,0,10370,1,1,0,4,,4,401,,105,102,1,7,2
"1995-048","1995-048-01","1995-048-01-01","1995-048-01-01-01",5/13/1996,1,"517 U.S. 456","116 S. Ct. 1480","134 L. Ed. 2d 687","1996 U.S. LEXIS 3239",1995,1607,"Rehnquist","95-157","UNITED STATES v. CHRISTOPHER LEE ARMSTRONG et al.",2/26/1996,,27,,100,,1,,,0,48,,29,,1,11,2,2,1,4,0,1,0,0,10160,1,1,0,4,,4,401,,102,102,1,8,1
"1995-049","1995-049-01","1995-049-01-01","1995-049-01-01-01",5/13/1996,1,"517 U.S. 484","116 S. Ct. 1495","134 L. Ed. 2d 711","1996 U.S. LEXIS 3020",1995,1607,"Rehnquist","94-1140","44 LIQUORMART, INC. AND PEOPLES SUPER LIQUOR STORES, INC. v. RHODE ISLAND AND RHODE ISLAND LIQUOR STORES ASSOCIATION",11/1/1995,,115,,28,47,1,,,0,113,,21,,0,10,3,1,3,3,0,1,1,0,30020,3,2,0,2,,2,200,,103,102,1,9,0
"1995-050","1995-050-01","1995-050-01-01","1995-050-01-01-01",5/13/1996,1,"517 U.S. 535","116 S. Ct. 1524","134 L. Ed. 2d 748","1996 U.S. LEXIS 2957",1995,1607,"Rehnquist","95-323","UNITED STATES v. THOMAS R. NOLAND, TRUSTEE FOR DEBTOR FIRST TRUCK LINES, INC.",3/25/1996,,27,,114,,1,,,0,104,,26,,0,11,2,1,1,4,0,1,0,0,120030,12,2,0,4,,3,307,,107,102,1,9,0
"1995-051","1995-051-01","1995-051-01-01","1995-051-01-01-01",5/13/1996,1,"517 U.S. 544","116 S. Ct. 1529","134 L. Ed. 2d 758","1996 U.S. LEXIS 2956",1995,1607,"Rehnquist","95-340","UNITED FOOD AND COMMERCIAL WORKERS UNION LOCAL 751 v. BROWN GROUP, INC., DBA BROWN SHOE COMPANY",2/20/1996,,249,,151,,1,,,0,86,,28,,0,12,2,1,1,4,0,1,0,0,90280,9,2,0,4,,6,600,"29 U.S.C. § 2101",107,102,1,9,0
"1995-052","1995-052-01","1995-052-01-01","1995-052-01-01-01",5/20/1996,1,"517 U.S. 559","116 S. Ct. 1589","134 L. Ed. 2d 809","1996 U.S. LEXIS 3390",1995,1607,"Rehnquist","94-896","BMW OF NORTH AMERICA, INC. v. IRA GORE, JR.",10/11/1995,,125,,123,,1,,,0,302,1,300,1,0,13,2,2,1,4,0,1,0,0,80080,8,1,0,2,,2,230,,103,103,1,5,4
"1995-053","1995-053-01","1995-053-01-01","1995-053-01-01-01",5/20/1996,1,"517 U.S. 620","116 S. Ct. 1620","134 L. Ed. 2d 855","1996 U.S. LEXIS 3245",1995,1607,"Rehnquist","94-1039","ROY ROMER, GOVERNOR OF COLORADO, et al. v. RICHARD G. EVANS et al.",10/10/1995,,211,,162,,1,,,0,302,7,300,7,0,12,2,2,3,2,0,0,0,0,50010,5,2,0,2,,2,231,,106,103,1,6,3
"1995-054","1995-054-01","1995-054-01-01","1995-054-01-01-01",5/20/1996,1,"517 U.S. 654","116 S. Ct. 1638","134 L. Ed. 2d 880","1996 U.S. LEXIS 3243",1995,1607,"Rehnquist","95-232","LLOYD HENDERSON v. UNITED STATES",3/19/1996,,145,,27,,1,,,0,119,,25,,0,2,2,1,1,4,0,1,0,0,90110,9,2,0,4,,4,400,,109,103,1,6,3
"1995-055","1995-055-01","1995-055-01-01","1995-055-01-01-01",5/20/1996,1,"517 U.S. 681","116 S. Ct. 1652","134 L. Ed. 2d 902","1996 U.S. LEXIS 3244",1995,1607,"Rehnquist","95-559","DOCTOR'S ASSOCIATES, INC. AND NICK LOMBARDI v. PAUL CASAROTTO ET UX.",4/16/1996,,160,,161,,1,,,0,302,31,300,31,1,12,2,1,1,4,0,1,0,0,100030,10,2,0,4,,6,600,"9 U.S.C. § 2",109,102,1,8,1
"1995-056","1995-056-01","1995-056-01-01","1995-056-01-01-01",5/28/1996,1,"517 U.S. 690","116 S. Ct. 1657","134 L. Ed. 2d 911","1996 U.S. LEXIS 3391",1995,1607,"Rehnquist","95-5257","SAUL ORNELAS AND ISMAEL ORNELAS-LEDESMA v. UNITED STATES",3/26/1996,,100,,27,,1,,,0,132,,27,,0,2,5,1,1,5,0,1,0,0,10050,1,2,0,2,,2,205,,102,102,1,8,1
"1995-057","1995-057-01","1995-057-01-01","1995-057-01-01-01",6/3/1996,1,"517 U.S. 706","116 S. Ct. 1712","135 L. Ed. 2d 1","1996 U.S. LEXIS 3609",1995,1607,"Rehnquist","95-244","CHARLES QUACKENBUSH, CALIFORNIA INSURANCE COMMISSIONER, et al. v. ALLSTATE INSURANCE COMPANY",2/20/1996,,19,6,171,,1,,,0,,,29,,0,2,8,2,1,2,0,0,0,0,90340,9,2,0,4,,6,600,"28 U.S.C. § 1291",104,102,1,9,0
"1995-058","1995-058-01","1995-058-01-01","1995-058-01-01-01",6/3/1996,1,"517 U.S. 735","116 S. Ct. 1730","135 L. Ed. 2d 25","1996 U.S. LEXIS 3594",1995,1607,"Rehnquist","95-860","BARBARA SMILEY v. CITIBANK (SOUTH DAKOTA), N. A.",4/24/1996,,134,,113,,1,17,,0,302,6,300,6,1,5,2,1,1,2,0,0,0,0,90120,9,1,0,5,4,6,600,"12 U.S.C. § 85",105,102,1,9,0
"1995-059","1995-059-01","1995-059-01-01","1995-059-01-01-01",6/3/1996,1,"517 U.S. 748","116 S. Ct. 1737","135 L. Ed. 2d 36","1996 U.S. LEXIS 3593",1995,1607,"Rehnquist","94-1966","DWIGHT J. LOVING v. UNITED STATES",1/9/1996,,186,,27,,1,,,0,5,,4,,0,12,2,1,1,2,0,0,0,0,20240,2,1,0,1,,5,511,,106,102,1,9,0
"1995-060","1995-060-01","1995-060-01-01","1995-060-01-01-01",6/3/1996,1,"517 U.S. 781","116 S. Ct. 1754","135 L. Ed. 2d 64","1996 U.S. LEXIS 3578",1995,1607,"Rehnquist","95-668","AUCIELLO IRON WORKS, INC. v. NATIONAL LABOR RELATIONS BOARD",4/22/1996,,151,,382,,1,82,,0,21,,21,,0,12,2,2,1,2,0,0,0,0,70100,7,2,0,4,5,3,356,,107,102,1,9,0
"1995-061","1995-061-01","1995-061-01-01","1995-061-01-01-01",6/10/1996,1,"517 U.S. 793","116 S. Ct. 1761","135 L. Ed. 2d 76","1996 U.S. LEXIS 3721",1995,1607,"Rehnquist","95-386","JASON RICHARDS, et al. v. JEFFERSON COUNTY, ALABAMA, et al.",3/26/1996,,25,1,5,1,1,,,0,302,1,300,1,1,12,4,1,1,4,0,1,0,0,40020,4,2,0,2,,2,230,,103,102,1,9,0
"1995-062","1995-062-01","1995-062-01-01","1995-062-01-01-01",6/10/1996,1,"517 U.S. 806","116 S. Ct. 1769","135 L. Ed. 2d 89","1996 U.S. LEXIS 3720",1995,1607,"Rehnquist","95-5841","MICHAEL A. WHREN AND JAMES L. BROWN v. UNITED STATES",4/17/1996,,100,,27,,1,,,0,55,,32,,0,2,2,1,1,2,0,0,0,0,10060,1,1,0,1,,2,205,,105,102,1,9,0
"1995-063","1995-063-01","1995-063-01-01","1995-063-01-01-01",6/10/1996,1,"517 U.S. 820","116 S. Ct. 1777","135 L. Ed. 2d 102","1996 U.S. LEXIS 3719",1995,1607,"Rehnquist","95-173","BRIAN J. DEGEN v. UNITED STATES",4/22/1996,,195,,27,,1,,,0,90,,29,,0,2,2,1,1,4,0,1,0,0,10320,1,2,0,7,,,,,106,102,1,9,0
"1995-064","1995-064-01","1995-064-01-01","1995-064-01-01-01",6/10/1996,1,"517 U.S. 830","116 S. Ct. 1813","135 L. Ed. 2d 113","1996 U.S. LEXIS 3718",1995,1607,"Rehnquist","95-129","EXXON COMPANY, U. S. A., et al. v. SOFEC, INC., et al.",3/19/1996,,116,,116,,1,,,0,63,,29,,0,12,2,1,1,2,0,0,0,0,80070,8,1,0,7,,,,,108,102,1,9,0
"1995-065","1995-065-01","1995-065-01-01","1995-065-01-01-01",6/10/1996,1,"517 U.S. 843","116 S. Ct. 1793","135 L. Ed. 2d 124","1996 U.S. LEXIS 3716",1995,1607,"Rehnquist","95-591","UNITED STATES v. INTERNATIONAL BUSINESS MACHINES CORPORATION",3/18/1996,,27,,240,,1,69,,0,3,,8,,0,13,2,1,2,2,0,0,0,0,120010,12,1,0,1,,1,124,,108,102,1,6,2
"1995-066","1995-066-01","1995-066-01-01","1995-066-01-01-01",6/10/1996,1,"517 U.S. 882","116 S. Ct. 1783","135 L. Ed. 2d 153","1996 U.S. LEXIS 3717",1995,1607,"Rehnquist","95-809","LOCKHEED CORPORATION, et al. v. PAUL L. SPINK",4/22/1996,,151,,145,,1,,,0,48,,29,,0,12,3,2,1,4,0,1,0,0,80090,8,1,0,4,,3,323,,108,102,1,9,0
"1995-067","1995-067-01","1995-067-01-01","1995-067-01-01-01",6/13/1996,1,"517 U.S. 899","116 S. Ct. 1894","135 L. Ed. 2d 207","1996 U.S. LEXIS 3880",1995,1607,"Rehnquist","94-923","RUTH O. SHAW, et al. v. JAMES B. HUNT, JR., GOVERNOR OF NORTH CAROLINA, et al.",12/5/1995,,251,,19,38,2,,,1,98,,98,,1,1,,2,3,3,0,1,0,0,20090,2,1,0,2,,2,231,,102,102,1,5,4
"1995-068","1995-068-01","1995-068-01-01","1995-068-01-01-01",6/13/1996,7,"517 U.S. 952","116 S. Ct. 1941","135 L. Ed. 2d 248","1996 U.S. LEXIS 3882",1995,1607,"Rehnquist","94-805","GEORGE W. BUSH, GOVERNOR OF TEXAS, et al. v. AL VERA et al.",12/5/1995,,19,51,251,,2,,,1,121,,121,,0,1,,1,3,2,0,0,0,0,20090,2,1,0,2,,2,231,,104,102,1,5,4
"1995-069","1995-069-01","1995-069-01-01","1995-069-01-01-01",6/13/1996,1,"518 U.S. 1","116 S. Ct. 1923","135 L. Ed. 2d 337","1996 U.S. LEXIS 3879",1995,1607,"Rehnquist","95-266","CARRIE JAFFEE, SPECIAL ADMINISTRATOR FOR RICKY ALLEN, SR., DECEASED v. MARY LU REDMOND et al.",2/26/1996,,208,,8,17,1,,,0,66,,27,,0,3,4,2,1,2,0,0,0,0,90110,9,2,0,4,,4,402,,103,103,1,7,2
"1995-070","1995-070-01","1995-070-01-01","1995-070-01-01-01",6/13/1996,7,"518 U.S. 37","116 S. Ct. 2013","135 L. Ed. 2d 361","1996 U.S. LEXIS 3878",1995,1607,"Rehnquist","95-566","MONTANA v. JAMES ALLEN EGELHOFF",3/20/1996,,28,31,100,,1,,,0,302,31,300,31,0,12,3,2,1,3,0,1,0,0,40010,4,1,0,2,,2,230,,105,102,1,5,4
"1995-071","1995-071-01","1995-071-01-01","1995-071-01-01-01",6/13/1996,1,"518 U.S. 81","116 S. Ct. 2035","135 L. Ed. 2d 392","1996 U.S. LEXIS 3877",1995,1607,"Rehnquist","94-1664","STACEY C. KOON v. UNITED STATES",2/20/1996,,126,,27,,1,,,0,48,,29,,1,11,3,1,1,7,0,1,0,0,10560,1,2,0,4,,6,600,"18 U.S.C.",106,102,1,5,4
"1995-072","1995-072-01","1995-072-01-01","1995-072-01-01-01",6/17/1996,1,"518 U.S. 120","116 S. Ct. 2057","135 L. Ed. 2d 427","1996 U.S. LEXIS 3895",1995,1607,"Rehnquist","95-5661","JUAN MELENDEZ v. UNITED STATES",2/27/1996,,126,,27,,1,,,0,92,,23,,1,2,2,1,1,2,0,0,0,0,10560,1,1,0,4,5,6,600,"18 U.S.C. § 3553",108,102,1,7,2
"1995-073","1995-073-01","1995-073-01-01","1995-073-01-01-01",6/17/1996,2,"518 U.S. 137","116 S. Ct. 2068","135 L. Ed. 2d 443","1996 U.S. LEXIS 3885",1995,1607,"Rehnquist","95-1242","MICHAEL O. LEAVITT, GOVERNOR OF UTAH, et al., v. JANE L., et al.",,,19,52,155,,1,,,0,123,,30,,0,12,3,2,1,3,0,1,0,0,50020,5,1,0,3,,,,,,102,1,5,0
"1995-074","1995-074-01","1995-074-01-01","1995-074-01-01-01",6/17/1996,2,"518 U.S. 149","116 S. Ct. 2066","135 L. Ed. 2d 453","1996 U.S. LEXIS 3883",1995,1607,"Rehnquist","95-1612","ARTHUR CALDERON, WARDEN v. CHARLES EDWARD MOORE, JR.",,,28,6,126,,1,,,0,,,29,,0,12,9,1,1,4,0,1,0,0,90130,9,2,0,3,,,,,,102,1,9,0
"1995-075","1995-075-01","1995-075-01-01","1995-075-01-01-01",6/20/1996,1,"518 U.S. 152","116 S. Ct. 2074","135 L. Ed. 2d 457","1996 U.S. LEXIS 4050",1995,1607,"Rehnquist","95-6510","COLEMAN WAYNE GRAY v. J. D. NETHERLAND, WARDEN",4/15/1996,,126,,28,55,1,,,0,126,,24,,0,12,4,2,1,5,0,1,0,0,10020,1,1,0,7,3,,,,102,102,1,5,4
"1995-076","1995-076-01","1995-076-01-01","1995-076-01-01-01",6/20/1996,1,"518 U.S. 187","116 S. Ct. 2092","135 L. Ed. 2d 486","1996 U.S. LEXIS 4049",1995,1607,"Rehnquist","95-365","JAMES GRIFFIN LANE v. FEDERICO F. PENA, SECRETARY OF TRANSPORTATION, et al.",4/15/1996,,239,,329,,1,29,,0,55,,32,,0,3,2,1,1,2,0,0,0,0,80060,8,2,0,4,,3,360,"NA",104,102,1,7,2
"1995-077","1995-077-01","1995-077-01-01","1995-077-01-01-01",6/20/1996,1,"518 U.S. 213","116 S. Ct. 2106","135 L. Ed. 2d 506","1996 U.S. LEXIS 4048",1995,1607,"Rehnquist","95-325","UNITED STATES v. REORGANIZED CF&I FABRICATORS OF UTAH, INC., et al.",3/25/1996,,27,,151,,1,69,,0,123,,30,,0,2,2,1,1,5,0,1,0,0,120030,12,2,0,4,,3,345,,107,102,1,9,0
"1995-078","1995-078-01","1995-078-01-01","1995-078-01-01-01",6/20/1996,1,"518 U.S. 231","116 S. Ct. 2116","135 L. Ed. 2d 521","1996 U.S. LEXIS 4047",1995,1607,"Rehnquist","95-388","ANTONY BROWN, et al. v. PRO FOOTBALL, INC., DBA WASHINGTON REDSKINS, et al.",3/27/1996,,145,,151,,1,,,0,55,,32,,1,11,3,1,1,2,0,0,0,0,80010,8,1,0,7,,,,,110,102,1,8,1
"1995-079","1995-079-01","1995-079-01-01","1995-079-01-01-01",6/24/1996,1,"518 U.S. 267","116 S. Ct. 2135","135 L. Ed. 2d 549","1996 U.S. LEXIS 4256",1995,1607,"Rehnquist","95-345","UNITED STATES v. GUY JEROME URSERY",4/17/1996,,27,,126,,1,,,0,81,,26,,1,12,3,2,1,3,0,1,0,0,10170,1,1,0,1,,2,206,,102,102,1,8,1
"1995-080","1995-080-01","1995-080-01-01","1995-080-01-01-01",6/24/1996,1,"518 U.S. 322","116 S. Ct. 2163","135 L. Ed. 2d 590","1996 U.S. LEXIS 4241",1995,1607,"Rehnquist","95-6465","RAY A. LEWIS v. UNITED STATES",4/23/1996,,100,,27,,1,,,0,94,,22,,0,2,2,1,1,2,0,0,0,0,10580,1,1,0,1,,2,215,,104,102,1,7,2
"1995-081","1995-081-01","1995-081-01-01","1995-081-01-01-01",6/24/1996,1,"518 U.S. 343","116 S. Ct. 2174","135 L. Ed. 2d 606","1996 U.S. LEXIS 4220",1995,1607,"Rehnquist","94-1511","SAMUEL A. LEWIS, DIRECTOR, ARIZONA DEPARTMENT OF CORRECTIONS, et al. v. FLETCHER CASEY, JR., et al.",11/29/1995,,28,4,215,,1,,,0,45,,29,,0,12,2,2,1,4,0,1,1,0,40040,4,1,0,3,7,,,,105,102,1,8,1
"1995-082","1995-082-01","1995-082-01-01","1995-082-01-01-01",6/24/1996,1,"518 U.S. 415","116 S. Ct. 2211","135 L. Ed. 2d 659","1996 U.S. LEXIS 4051",1995,1607,"Rehnquist","95-719","WILLIAM GASPERINI v. CENTER FOR HUMANITIES, INC.",4/16/1996,,226,,156,,1,,,0,96,,22,,0,10,8,1,1,5,0,1,0,0,90330,9,2,0,1,6,2,218,,109,103,1,6,3
"1995-084","1995-084-01","1995-084-01-01","1995-084-01-01-01",6/26/1996,1,"518 U.S. 470","116 S. Ct. 2240","135 L. Ed. 2d 700","1996 U.S. LEXIS 4260",1995,1607,"Rehnquist","95-754","MEDTRONIC, INC. v. LORA LOHR ET VIR",4/23/1996,,181,,208,,1,40,,0,56,,31,,0,2,6,2,1,7,0,0,0,0,100020,10,2,0,4,,3,332,,103,103,1,5,4
"1995-085","1995-085-01","1995-085-01-01","1995-085-01-01-01",6/26/1996,1,"518 U.S. 515","116 S. Ct. 2264","135 L. Ed. 2d 735","1996 U.S. LEXIS 4259",1995,1607,"Rehnquist","94-1941","UNITED STATES v. VIRGINIA et al.",1/17/1996,,27,,28,55,1,,,0,127,,24,,1,12,2,1,3,4,0,1,0,0,20130,2,2,0,2,,2,231,,109,102,1,7,1
"1995-086","1995-086-01","1995-086-01-01","1995-086-01-01-01",6/26/1996,7,"518 U.S. 604","116 S. Ct. 2309","135 L. Ed. 2d 795","1996 U.S. LEXIS 4258",1995,1607,"Rehnquist","95-489","COLORADO REPUBLICAN FEDERAL CAMPAIGN COMMITTEE AND DOUGLAS JONES, TREASURER v. FEDERAL ELECTION COMMISSION",4/15/1996,,211,,343,,1,43,,0,52,,30,,0,11,4,1,2,5,0,1,0,0,30140,3,1,0,1,,3,330,"NA",110,102,1,7,2
"1995-087","1995-087-01","1995-087-01-01","1995-087-01-01-01",6/28/1996,1,"518 U.S. 651","116 S. Ct. 2333","135 L. Ed. 2d 827","1996 U.S. LEXIS 4264",1995,1607,"Rehnquist","95-8836","ELLIS WAYNE FELKER v. TONY TURPIN, WARDEN",6/3/1996,,126,,28,13,1,,,0,59,,31,,0,11,9,1,1,9,0,0,0,0,10020,1,1,0,4,1,3,341,,102,102,1,9,0
"1995-088","1995-088-01","1995-088-01-01","1995-088-01-01-01",6/28/1996,1,"518 U.S. 668","116 S. Ct. 2342","135 L. Ed. 2d 843","1996 U.S. LEXIS 4262",1995,1607,"Rehnquist","94-1654","BD. OF COUNTY COMM'RS v. UMBEHR",11/28/1995,,5,20,176,,1,,,0,72,,30,,0,2,4,2,1,2,0,0,0,0,30010,3,2,0,2,,2,200,,104,102,1,7,2
"1995-089","1995-089-01","1995-089-01-01","1995-089-01-01-01",6/28/1996,1,"518 U.S. 712","116 S. Ct. 2353","135 L. Ed. 2d 874","1996 U.S. LEXIS 4263",1995,1607,"Rehnquist","95-191","O'HARE TRUCK SERVICE, INCORPORATED, et al. v. CITY OF NORTHLAKE et al.",3/20/1996,,176,,3,17,1,,,0,66,,27,,0,2,2,1,1,4,0,1,0,0,30010,3,2,0,2,,2,201,,106,102,1,7,2
"1995-090","1995-090-01","1995-090-01-01","1995-090-01-01-01",6/28/1996,7,"518 U.S. 727","116 S. Ct. 2374","135 L. Ed. 2d 888","1996 U.S. LEXIS 4261",1995,1607,"Rehnquist","95-124","DENVER AREA EDUCATIONAL TELECOMMUNICATIONS CONSORTIUM, INC., et al. v. FEDERAL COMMUNICATIONS COMMISSION et al.",2/21/1996,,124,,338,,1,38,,0,32,,32,,1,12,2,1,2,2,0,0,0,0,30010,3,1,0,1,,6,600,"47 U.S.C. § 532",110,102,1,7,2
"1995-095","1995-095-01","1995-095-01-01","1995-095-01-01-01",7/1/1996,1,"518 U.S. 839","116 S. Ct. 2432","135 L. Ed. 2d 964","1996 U.S. LEXIS 4266",1995,1607,"Rehnquist","95-865","UNITED STATES v. WINSTAR CORPORATION, et al.",4/24/1996,,27,,113,,1,46,,0,3,,8,,1,12,2,2,1,2,0,0,0,0,80060,8,1,0,7,4,6,600,"12 U.S.C. § 1464",107,103,1,7,2
"1995-096","1995-096-01","1995-096-01-01","1995-096-01-01-01",7/1/1996,2,"518 U.S. 938","116 S. Ct. 2485","135 L. Ed. 2d 1031","1996 U.S. LEXIS 4268",1995,1607,"Rehnquist","95-1691","PENNSYLVANIA v. EDWIN LABRON",,,28,45,100,,1,,,0,302,45,300,45,1,12,3,2,1,4,0,1,0,0,10060,1,1,0,2,,2,205,,,102,1,7,2
"1996-001","1996-001-01","1996-001-01-01","1996-001-01-01-01",10/21/1996,6,"519 U.S. 1","117 S. Ct. 378","136 L. Ed. 2d 1","1996 U.S. LEXIS 6557",1996,1607,"Rehnquist","95-1521","UNITED STATES DEPARTMENT OF STATE, BUREAU OF CONSULAR AFFAIRS, et al. v. LEGAL ASSISTANCE FOR VIETNAMESE ASYLUM SEEKERS, INC., et al.",10/15/1996,,328,,207,,1,28,,0,55,,32,,0,12,,2,1,5,0,1,0,0,20300,2,1,0,4,3,3,344,"NA",,102,1,9,0
"1996-002","1996-002-01","1996-002-01-01","1996-002-01-01-01",11/4/1996,2,"519 U.S. 2","117 S. Ct. 337","136 L. Ed. 2d 266","1996 U.S. LEXIS 6589",1996,1607,"Rehnquist","95-2025","CALIFORNIA et al. v. KENNETH DUANE ROY",,,28,6,100,,1,,,0,49,,29,,1,12,4,2,1,5,0,1,0,0,10020,1,1,0,7,3,,,,,102,1,9,0
"1996-003","1996-003-01","1996-003-01-01","1996-003-01-01-01",11/6/1996,1,"519 U.S. 9","117 S. Ct. 340","136 L. Ed. 2d 273","1996 U.S. LEXIS 6826",1996,1607,"Rehnquist","95-1201","VICKY M. LOPEZ, et al. v. MONTEREY COUNTY, CALIFORNIA, et al.",10/8/1996,,251,,5,6,2,,,1,50,,50,,0,1,,1,1,4,0,1,0,0,20020,2,2,0,4,,3,378,,104,102,1,9,0
"1996-004","1996-004-01","1996-004-01-01","1996-004-01-01-01",11/13/1996,1,"519 U.S. 26","117 S. Ct. 350","136 L. Ed. 2d 288","1996 U.S. LEXIS 6962",1996,1607,"Rehnquist","95-938","IMMIGRATION AND NATURALIZATION SERVICE v. YUEH-SHAIO YANG",10/15/1996,,368,,106,,1,7,,0,29,,29,,0,12,,2,1,3,0,1,0,0,20110,2,1,0,4,5,3,344,,105,102,1,9,0
"1996-005","1996-005-01","1996-005-01-01","1996-005-01-01-01",11/18/1996,1,"519 U.S. 33","117 S. Ct. 417","136 L. Ed. 2d 347","1996 U.S. LEXIS 6971",1996,1607,"Rehnquist","95-891","OHIO v. ROBERT D. ROBINETTE",10/8/1996,,28,41,100,,1,,,0,302,41,300,41,1,11,2,2,1,4,0,1,0,0,10060,1,1,0,2,,2,205,,102,102,1,8,1
"1996-006","1996-006-01","1996-006-01-01","1996-006-01-01-01",12/2/1996,2,"519 U.S. 54","117 S. Ct. 463","136 L. Ed. 2d 364","1996 U.S. LEXIS 7158",1996,1607,"Rehnquist","95-2082","UNITED STATES et al. v. LADDIE F. JOSE, TRUSTEE OF JOSE BUSINESS TRUST, et al.",,,27,,240,,1,,,0,63,,29,,1,12,9,1,1,4,0,1,0,0,90380,9,2,0,4,,6,600,"28 U.S.C. § 1291",,102,1,9,0
"1996-007","1996-007-01","1996-007-01-01","1996-007-01-01-01",12/2/1996,2,"519 U.S. 59","117 S. Ct. 466","136 L. Ed. 2d 369","1996 U.S. LEXIS 7157",1996,1607,"Rehnquist","96-5831","In re MARIA LUISA COSTELL GAYDOS",,,212,,20,60,8,,,0,,,,,0,1,,1,1,9,0,0,0,0,20350,2,1,0,4,,4,403,,,102,1,8,1
"1996-008","1996-008-01","1996-008-01-01","1996-008-01-01-01",12/10/1996,1,"519 U.S. 61","117 S. Ct. 467","136 L. Ed. 2d 437","1996 U.S. LEXIS 7643",1996,1607,"Rehnquist","95-1263","CATERPILLAR INC. v. JAMES DAVID LEWIS",11/12/1996,,189,,208,,1,,,0,73,,26,,0,12,8,1,1,4,0,1,0,0,90320,9,2,0,4,,6,600,"28 U.S.C. § 1332",109,102,1,9,0
"1996-009","1996-009-01","1996-009-01-01","1996-009-01-01-01",12/10/1996,1,"519 U.S. 79","117 S. Ct. 452","136 L. Ed. 2d 454","1996 U.S. LEXIS 7642",1996,1607,"Rehnquist","95-966","KEVIN M. O'GILVIE AND STEPHANIE L. O'GILVIE, MINORS v. UNITED STATES",10/9/1996,,240,,27,,1,,,0,72,,30,,0,2,3,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,110,102,1,6,3
